index;control;cultivar;Tipo;Produto;Ano;Quantidade (Kg)
2387;ti_Marselan;Marselan;Processamento;Uva Vinífera;1981;0
2388;ti_Molinera;Molinera;Processamento;Uva Vinífera;1981;0
2389;ti_Montepulciano;Montepulciano;Processamento;Uva Vinífera;1981;0
2390;ti_Moscato Bailey;Moscato Bailey;Processamento;Uva Vinífera;1981;0
2391;ti_Napa Gamay;Napa Gamay;Processamento;Uva Vinífera;1981;0
2392;ti_Nebbiolo;Nebbiolo;Processamento;Uva Vinífera;1981;0
2393;ti_Petit Verdot;Petit Verdot;Processamento;Uva Vinífera;1981;0
2394;ti_Petite Sirah;Petite Sirah;Processamento;Uva Vinífera;1981;0
2395;ti_Pinotage;Pinotage;Processamento;Uva Vinífera;1981;0
2396;ti_Pinot Noir;Pinot Noir;Processamento;Uva Vinífera;1981;7076
2397;ti_Pinot Saint George;Pinot Saint George;Processamento;Uva Vinífera;1981;0
2398;ti_Piriquita;Piriquita;Processamento;Uva Vinífera;1981;0
2399;ti_Rebo;Rebo;Processamento;Uva Vinífera;1981;0
2400;ti_Refosco;Refosco;Processamento;Uva Vinífera;1981;0
2401;ti_Rondinella;Rondinella;Processamento;Uva Vinífera;1981;0
2402;ti_Ruby Cabernet;Ruby Cabernet;Processamento;Uva Vinífera;1981;0
2403;ti_Sangiovese;Sangiovese;Processamento;Uva Vinífera;1981;162563
2404;ti_Sira (falsa);Sira (falsa);Processamento;Uva Vinífera;1981;2015864
2405;ti_Tannat;Tannat;Processamento;Uva Vinífera;1981;0
2406;ti_Tempranillo;Tempranillo;Processamento;Uva Vinífera;1981;0
2407;ti_Teroldego;Teroldego;Processamento;Uva Vinífera;1981;0
2408;ti_Torrontes;Torrontes;Processamento;Uva Vinífera;1981;0
2409;ti_Tinta Barroca;Tinta Barroca;Processamento;Uva Vinífera;1981;0
2410;ti_Touriga Francesa;Touriga Francesa;Processamento;Uva Vinífera;1981;0
2411;ti_Touriga Nacional;Touriga Nacional;Processamento;Uva Vinífera;1981;0
2412;ti_Tinta Madeira;Tinta Madeira;Processamento;Uva Vinífera;1981;0
2413;ti_Tintoria;Tintoria;Processamento;Uva Vinífera;1981;0
2414;ti_Trincdeira;Trincdeira;Processamento;Uva Vinífera;1981;0
2415;ti_Trousseau;Trousseau;Processamento;Uva Vinífera;1981;0
2416;ti_Zinfandel;Zinfandel;Processamento;Uva Vinífera;1981;0
2417;ti_Outras1;Outras1;Processamento;Uva Vinífera;1981;0
2418;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Vinífera;1981;39473039
2419;br_Aliatico;Aliatico;Processamento;Uva Vinífera;1981;0
2420;br_Aligote;Aligote;Processamento;Uva Vinífera;1981;482
2421;br_Altesse;Altesse;Processamento;Uva Vinífera;1981;5430
2422;br_Alvarinho;Alvarinho;Processamento;Uva Vinífera;1981;0
2423;br_Arriloba;Arriloba;Processamento;Uva Vinífera;1981;0
2424;br_Auxerrois;Auxerrois;Processamento;Uva Vinífera;1981;0
2425;br_Burger;Burger;Processamento;Uva Vinífera;1981;0
2426;br_Chardonnay;Chardonnay;Processamento;Uva Vinífera;1981;766
2427;br_Chasselas;Chasselas;Processamento;Uva Vinífera;1981;18384
2428;br_Chenin Blanc;Chenin Blanc;Processamento;Uva Vinífera;1981;0
2429;br_Clairette(1);Clairette(1);Processamento;Uva Vinífera;1981;52133
2430;br_Colombard;Colombard;Processamento;Uva Vinífera;1981;0
2431;br_Flora;Flora;Processamento;Uva Vinífera;1981;0
2432;br_Garganega;Garganega;Processamento;Uva Vinífera;1981;0
2433;br_Gewurztraminer;Gewurztraminer;Processamento;Uva Vinífera;1981;1008
2434;br_Gouveio;Gouveio;Processamento;Uva Vinífera;1981;0
2435;br_Gros Manseng;Gros Manseng;Processamento;Uva Vinífera;1981;0
2436;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);Processamento;Uva Vinífera;1981;0
2437;br_Maccabeo;Maccabeo;Processamento;Uva Vinífera;1981;0
2438;br_Malvasia;Malvasia;Processamento;Uva Vinífera;1981;1614552
2439;br_Malvasia Amarela;Malvasia Amarela;Processamento;Uva Vinífera;1981;0
2440;br_Malvasia Bianca;Malvasia Bianca;Processamento;Uva Vinífera;1981;0
2441;br_Malvasia Chianti;Malvasia Chianti;Processamento;Uva Vinífera;1981;0
2442;br_Malvasia Verde;Malvasia Verde;Processamento;Uva Vinífera;1981;0
2443;br_Malvasia di Candia;Malvasia di Candia;Processamento;Uva Vinífera;1981;0
2444;br_Malvasia Istriana;Malvasia Istriana;Processamento;Uva Vinífera;1981;0
2445;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;Processamento;Uva Vinífera;1981;0
2446;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;Processamento;Uva Vinífera;1981;0
2447;br_Moscato_branco;Moscato Branco;Processamento;Uva Vinífera;1981;12114399
2448;br_Moscato Canelli;Moscato Canelli;Processamento;Uva Vinífera;1981;0
2449;br_Moscato Giallo;Moscato Giallo;Processamento;Uva Vinífera;1981;0
2450;br_Moscato Nazareno;Moscato Nazareno;Processamento;Uva Vinífera;1981;0
2451;br_Moscato Bianco R2;Moscato Bianco R2;Processamento;Uva Vinífera;1981;0
2452;br_Moscato de Alexandria;Moscato de Alexandria;Processamento;Uva Vinífera;1981;0
2453;br_Moscato Rosado;Moscato Rosado;Processamento;Uva Vinífera;1981;0
2454;br_Muscat a Petits Grains;Muscat à Petits Grains;Processamento;Uva Vinífera;1981;0
2455;br_Muller Thurgau;Muller Thurgau;Processamento;Uva Vinífera;1981;0
2456;br_Muscadelle;Muscadelle;Processamento;Uva Vinífera;1981;0
2457;br_Ora;Ora;Processamento;Uva Vinífera;1981;0
2458;br_Palomino;Palomino;Processamento;Uva Vinífera;1981;5329
2459;br_Petit Manseng;Petit Manseng;Processamento;Uva Vinífera;1981;0
2460;br_Peverella;Peverella;Processamento;Uva Vinífera;1981;1508861
2461;br_Pinot Blanc;Pinot Blanc;Processamento;Uva Vinífera;1981;572
2462;br_Pinot Gris;Pinot Gris;Processamento;Uva Vinífera;1981;0
2463;br_Prosecco;Prosecco;Processamento;Uva Vinífera;1981;0
2464;br_Red Veltliner;Red Veltliner;Processamento;Uva Vinífera;1981;1156
2465;br_Riesling Italico;Riesling Italico;Processamento;Uva Vinífera;1981;3447930
2466;br_Riesling Renano;Riesling Renano;Processamento;Uva Vinífera;1981;0
2467;br_Sauvignon Blanc(2);Sauvignon Blanc(2);Processamento;Uva Vinífera;1981;880228
2468;br_Sauvignon Gris;Sauvignon Gris;Processamento;Uva Vinífera;1981;0
2469;br_Seara Nova;Seara Nova;Processamento;Uva Vinífera;1981;0
2470;br_Semillon;Semillon;Processamento;Uva Vinífera;1981;1547289
2471;br_Schonburger;Schonburger;Processamento;Uva Vinífera;1981;0
2472;br_Sylvaner;Sylvaner;Processamento;Uva Vinífera;1981;11068
2473;br_Tocai Friulano;Tocai Friulano;Processamento;Uva Vinífera;1981;0
2474;br_Trebbiano;Trebbiano;Processamento;Uva Vinífera;1981;17883890
2475;br_Trebbiano Toscano;Trebbiano Toscano;Processamento;Uva Vinífera;1981;0
2476;br_Verdea;Verdea;Processamento;Uva Vinífera;1981;0
2477;br_Verdelho;Verdelho;Processamento;Uva Vinífera;1981;0
2478;br_Verdiso;Verdiso;Processamento;Uva Vinífera;1981;10279
2479;br_Vermentino;Vermentino;Processamento;Uva Vinífera;1981;2487
2480;br_Vernaccia;Vernaccia;Processamento;Uva Vinífera;1981;366796
2481;br_Viognier;Viognier;Processamento;Uva Vinífera;1981;0
2482;br_Outras(3);Outras(3);Processamento;Uva Vinífera;1981;0
2483;;;Processamento;Uva Vinífera;1981;0
2484;TINTAS;TINTAS;Processamento;Uva Americana;1982;341083460
2485;ti_Bacarina;Bacarina;Processamento;Uva Americana;1982;0
2486;ti_Bailey;Bailey;Processamento;Uva Americana;1982;0
2487;ti_Bordo;Bordo;Processamento;Uva Americana;1982;26385123
2488;ti_Bourdin (S);Bourdin (S);Processamento;Uva Americana;1982;0
2489;ti_BRSCarmen;BRS Carmen;Processamento;Uva Americana;1982;0
2490;ti_BRSCora;BRS Cora;Processamento;Uva Americana;1982;0
2491;ti_BRS Magna;BRS Magna;Processamento;Uva Americana;1982;0
2492;ti_BRS Margot;BRS Margot;Processamento;Uva Americana;1982;0
2493;ti_BRSMorena;BRS Morena;Processamento;Uva Americana;1982;0
2494;ti_BRS Rúbea;BRS Rúbea;Processamento;Uva Americana;1982;0
2495;ti_BRSVioleta;BRS Violeta;Processamento;Uva Americana;1982;0
2496;ti_BRS Vitória;BRS Vitória;Processamento;Uva Americana;1982;0
2497;ti_Champagnon(Champanheta);Champagnon (Champanheta);Processamento;Uva Americana;1982;0
2498;ti_Coleções;Coleções;Processamento;Uva Americana;1982;0
2499;ti_Concord;Concord;Processamento;Uva Americana;1982;11470646
2500;ti_Concordclone30;Concord clone 30;Processamento;Uva Americana;1982;0
2501;ti_Couderc;Couderc;Processamento;Uva Americana;1982;6234132
2502;ti_Cynthiana(1);Cynthiana(1);Processamento;Uva Americana;1982;400575
2503;ti_Herbemont;Herbemont;Processamento;Uva Americana;1982;48220049
2504;ti_IAC138022;IAC 138022;Processamento;Uva Americana;1982;0
2505;ti_Isabel;Isabel;Processamento;Uva Americana;1982;237185186
2506;ti_IsabelPrecoce;Isabel Precoce;Processamento;Uva Americana;1982;0
2507;ti_Jacquez;Jacquez;Processamento;Uva Americana;1982;796363
2508;ti_Kyoko;Kyoko;Processamento;Uva Americana;1982;0
2509;ti_Landot;Landot;Processamento;Uva Americana;1982;30617
2510;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;Processamento;Uva Americana;1982;0
2511;ti_Oberlin;Oberlin;Processamento;Uva Americana;1982;5723
2512;ti_Othello;Othello;Processamento;Uva Americana;1982;37730
2513;ti_Paco;Paco;Processamento;Uva Americana;1982;0
2514;ti_Patricia;Patricia;Processamento;Uva Americana;1982;0
2515;ti_Seibel;Seibel;Processamento;Uva Americana;1982;10317316
2516;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);Processamento;Uva Americana;1982;0
2517;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);Processamento;Uva Americana;1982;0
2518;ti_Vênus;Vênus;Processamento;Uva Americana;1982;0
2519;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Americana;1982;13716818
2520;br_Baco;Baco;Processamento;Uva Americana;1982;319
2521;br_Bokay;Bokay;Processamento;Uva Americana;1982;0
2522;br_BRSClara;BRS Clara;Processamento;Uva Americana;1982;0
2523;br_BRSLorena;BRS Lorena;Processamento;Uva Americana;1982;0
2524;br_Couderc13;Couderc 13;Processamento;Uva Americana;1982;0
2525;br_Delaware;Delaware;Processamento;Uva Americana;1982;23875
2526;br_DonaZillá;Dona Zillá;Processamento;Uva Americana;1982;0
2527;br_DutChess;Dut Chess;Processamento;Uva Americana;1982;0
2528;br_Goethe;Goethe;Processamento;Uva Americana;1982;68360
2529;br_IAC;IAC;Processamento;Uva Americana;1982;0
2530;br_Juliana;Juliana;Processamento;Uva Americana;1982;0
2531;br_Martha;Martha;Processamento;Uva Americana;1982;3567
2532;br_Mistura de uvas americanas;Mistura de uvas americanas;Processamento;Uva Americana;1982;0
2533;br_MoscatoEmbrapa;Moscato Embrapa;Processamento;Uva Americana;1982;0
2534;br_Niagara;Niagara;Processamento;Uva Americana;1982;9863766
2535;br_NiagaraBranca;Niagara Branca;Processamento;Uva Americana;1982;0
2536;br_NiagaraRosada;Niagara Rosada;Processamento;Uva Americana;1982;0
2537;br_Poloske;Poloske;Processamento;Uva Americana;1982;0
2538;br_Seleções;Seleções;Processamento;Uva Americana;1982;0
2539;br_SeyveVillard;Seyve Villard;Processamento;Uva Americana;1982;3756931
2540;br_SeyveVillard5276;Seyve Villard 5276;Processamento;Uva Americana;1982;0
2541;br_SeyveVillard12375;Seyve Villard 12375;Processamento;Uva Americana;1982;0
2542;br_TardiadeCaxias;Tardia de Caxias;Processamento;Uva Americana;1982;0
2543;br_Outras;Outras(2);Processamento;Uva Americana;1982;0
2544;TINTAS;TINTAS;Processamento;Uva de Mesa;1982;27910
2545;ti_ Alphonse Lavallee; Alphonse Lavallee;Processamento;Uva de Mesa;1982;7662
2546;ti_ Moscato de Hamburgo; Moscato de Hamburgo;Processamento;Uva de Mesa;1982;20248
2547;BRANCAS;BRANCAS;Processamento;Uva de Mesa;1982;53160
2548;br_Cardinal; Cardinal;Processamento;Uva de Mesa;1982;0
2549;br_Golden Queen; Golden Queen;Processamento;Uva de Mesa;1982;0
2550;br_Patrícia; Patrícia;Processamento;Uva de Mesa;1982;0
2551;br_Perlona; Perlona;Processamento;Uva de Mesa;1982;13971
2552;br_Italia; Italia;Processamento;Uva de Mesa;1982;39189
2553;br_Rubi (Itália, Itália Ro); Rubi (Itália, Itália Ro);Processamento;Uva de Mesa;1982;0
2554;sc;Sem classificação;Processamento;Uva Sem Classificação;1982;1719913
2555;TINTAS;TINTAS;Processamento;Uva Vinífera;1982;31912172
2556;ti_Alicante Bouschet;Alicante Bouschet;Processamento;Uva Vinífera;1982;0
2557;ti_Ancelota;Ancelota;Processamento;Uva Vinífera;1982;0
2558;ti_Aramon;Aramon;Processamento;Uva Vinífera;1982;0
2559;ti_Alfrocheiro;Alfrocheiro;Processamento;Uva Vinífera;1982;0
2560;ti_Arinarnoa;Arinarnoa;Processamento;Uva Vinífera;1982;0
2561;ti_Aspirant Bouschet;Aspirant Bouschet;Processamento;Uva Vinífera;1982;0
2562;ti_Barbera;Barbera;Processamento;Uva Vinífera;1982;11552200
2563;ti_Bonarda;Bonarda;Processamento;Uva Vinífera;1982;2210953
2564;ti_Cabernet Franc;Cabernet Franc;Processamento;Uva Vinífera;1982;8730177
2565;ti_Cabernet Sauvignon;Cabernet Sauvignon;Processamento;Uva Vinífera;1982;0
2566;ti_ Caladoc;Caladoc;Processamento;Uva Vinífera;1982;0
2567;ti_Campanario;Campanario;Processamento;Uva Vinífera;1982;0
2568;ti_Canaiolo;Canaiolo;Processamento;Uva Vinífera;1982;812569
2569;ti_Carignan;Carignan;Processamento;Uva Vinífera;1982;406
2570;ti_Carmenere;Carmenere;Processamento;Uva Vinífera;1982;102813
2571;ti_Castelão;Castelão;Processamento;Uva Vinífera;1982;0
2572;ti_Corvina;Corvina;Processamento;Uva Vinífera;1982;0
2573;ti_Croatina;Croatina;Processamento;Uva Vinífera;1982;0
2574;ti_Cinsaut;Cinsaut;Processamento;Uva Vinífera;1982;6229
2575;ti_Dom Felder;Dom Felder;Processamento;Uva Vinífera;1982;0
2576;ti_Dolcetto;Dolcetto;Processamento;Uva Vinífera;1982;0
2577;ti_Durif;Durif;Processamento;Uva Vinífera;1982;7496
2578;ti_Freisa;Freisa;Processamento;Uva Vinífera;1982;0
2579;ti_Egiodola;Egiodola;Processamento;Uva Vinífera;1982;0
2580;ti_Ekigaina;Ekigaina;Processamento;Uva Vinífera;1982;0
2581;ti_Festival (Sugraone);Festival (Sugraone);Processamento;Uva Vinífera;1982;0
2582;ti_Franconia;Franconia;Processamento;Uva Vinífera;1982;0
2583;ti_Freisa;Freisa;Processamento;Uva Vinífera;1982;0
2584;ti_Gamay St Romain;Gamay St Romain;Processamento;Uva Vinífera;1982;298609
2585;ti_Gamay Beaujolais;Gamay Beaujolais;Processamento;Uva Vinífera;1982;0
2586;ti_Grand Noir;Grand Noir;Processamento;Uva Vinífera;1982;0
2587;ti_Grenache;Grenache;Processamento;Uva Vinífera;1982;17212
2588;ti_Jaen;Jaen;Processamento;Uva Vinífera;1982;0
2589;ti_Lagrein;Lagrein;Processamento;Uva Vinífera;1982;0
2590;ti_Lambrusco;Lambrusco;Processamento;Uva Vinífera;1982;300
2591;ti_Malbec;Malbec;Processamento;Uva Vinífera;1982;14466
2592;ti_Marzemina;Marzemina;Processamento;Uva Vinífera;1982;88008
2593;ti_Merlot;Merlot;Processamento;Uva Vinífera;1982;5762774
2594;ti_Marselan;Marselan;Processamento;Uva Vinífera;1982;0
2595;ti_Molinera;Molinera;Processamento;Uva Vinífera;1982;0
2596;ti_Montepulciano;Montepulciano;Processamento;Uva Vinífera;1982;0
2597;ti_Moscato Bailey;Moscato Bailey;Processamento;Uva Vinífera;1982;0
2598;ti_Napa Gamay;Napa Gamay;Processamento;Uva Vinífera;1982;0
2599;ti_Nebbiolo;Nebbiolo;Processamento;Uva Vinífera;1982;600
2600;ti_Petit Verdot;Petit Verdot;Processamento;Uva Vinífera;1982;0
2601;ti_Petite Sirah;Petite Sirah;Processamento;Uva Vinífera;1982;0
2602;ti_Pinotage;Pinotage;Processamento;Uva Vinífera;1982;0
2603;ti_Pinot Noir;Pinot Noir;Processamento;Uva Vinífera;1982;10948
2604;ti_Pinot Saint George;Pinot Saint George;Processamento;Uva Vinífera;1982;0
2605;ti_Piriquita;Piriquita;Processamento;Uva Vinífera;1982;0
2606;ti_Rebo;Rebo;Processamento;Uva Vinífera;1982;0
2607;ti_Refosco;Refosco;Processamento;Uva Vinífera;1982;0
2608;ti_Rondinella;Rondinella;Processamento;Uva Vinífera;1982;0
2609;ti_Ruby Cabernet;Ruby Cabernet;Processamento;Uva Vinífera;1982;0
2610;ti_Sangiovese;Sangiovese;Processamento;Uva Vinífera;1982;182898
2611;ti_Sira (falsa);Sira (falsa);Processamento;Uva Vinífera;1982;2113514
2612;ti_Tannat;Tannat;Processamento;Uva Vinífera;1982;0
2613;ti_Tempranillo;Tempranillo;Processamento;Uva Vinífera;1982;0
2614;ti_Teroldego;Teroldego;Processamento;Uva Vinífera;1982;0
2615;ti_Torrontes;Torrontes;Processamento;Uva Vinífera;1982;0
2616;ti_Tinta Barroca;Tinta Barroca;Processamento;Uva Vinífera;1982;0
2617;ti_Touriga Francesa;Touriga Francesa;Processamento;Uva Vinífera;1982;0
2618;ti_Touriga Nacional;Touriga Nacional;Processamento;Uva Vinífera;1982;0
2619;ti_Tinta Madeira;Tinta Madeira;Processamento;Uva Vinífera;1982;0
2620;ti_Tintoria;Tintoria;Processamento;Uva Vinífera;1982;0
2621;ti_Trincdeira;Trincdeira;Processamento;Uva Vinífera;1982;0
2622;ti_Trousseau;Trousseau;Processamento;Uva Vinífera;1982;0
2623;ti_Zinfandel;Zinfandel;Processamento;Uva Vinífera;1982;0
2624;ti_Outras1;Outras1;Processamento;Uva Vinífera;1982;0
2625;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Vinífera;1982;46757024
2626;br_Aliatico;Aliatico;Processamento;Uva Vinífera;1982;0
2627;br_Aligote;Aligote;Processamento;Uva Vinífera;1982;590
2628;br_Altesse;Altesse;Processamento;Uva Vinífera;1982;11086
2629;br_Alvarinho;Alvarinho;Processamento;Uva Vinífera;1982;0
2630;br_Arriloba;Arriloba;Processamento;Uva Vinífera;1982;0
2631;br_Auxerrois;Auxerrois;Processamento;Uva Vinífera;1982;0
2632;br_Burger;Burger;Processamento;Uva Vinífera;1982;0
2633;br_Chardonnay;Chardonnay;Processamento;Uva Vinífera;1982;2590
2634;br_Chasselas;Chasselas;Processamento;Uva Vinífera;1982;44280
2635;br_Chenin Blanc;Chenin Blanc;Processamento;Uva Vinífera;1982;228
2636;br_Clairette(1);Clairette(1);Processamento;Uva Vinífera;1982;67028
2637;br_Colombard;Colombard;Processamento;Uva Vinífera;1982;0
2638;br_Flora;Flora;Processamento;Uva Vinífera;1982;0
2639;br_Garganega;Garganega;Processamento;Uva Vinífera;1982;0
2640;br_Gewurztraminer;Gewurztraminer;Processamento;Uva Vinífera;1982;1258
2641;br_Gouveio;Gouveio;Processamento;Uva Vinífera;1982;0
2642;br_Gros Manseng;Gros Manseng;Processamento;Uva Vinífera;1982;0
2643;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);Processamento;Uva Vinífera;1982;0
2644;br_Maccabeo;Maccabeo;Processamento;Uva Vinífera;1982;0
2645;br_Malvasia;Malvasia;Processamento;Uva Vinífera;1982;2522725
2646;br_Malvasia Amarela;Malvasia Amarela;Processamento;Uva Vinífera;1982;0
2647;br_Malvasia Bianca;Malvasia Bianca;Processamento;Uva Vinífera;1982;0
2648;br_Malvasia Chianti;Malvasia Chianti;Processamento;Uva Vinífera;1982;0
2649;br_Malvasia Verde;Malvasia Verde;Processamento;Uva Vinífera;1982;0
2650;br_Malvasia di Candia;Malvasia di Candia;Processamento;Uva Vinífera;1982;0
2651;br_Malvasia Istriana;Malvasia Istriana;Processamento;Uva Vinífera;1982;0
2652;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;Processamento;Uva Vinífera;1982;0
2653;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;Processamento;Uva Vinífera;1982;0
2654;br_Moscato_branco;Moscato Branco;Processamento;Uva Vinífera;1982;13984946
2655;br_Moscato Canelli;Moscato Canelli;Processamento;Uva Vinífera;1982;0
2656;br_Moscato Giallo;Moscato Giallo;Processamento;Uva Vinífera;1982;0
2657;br_Moscato Nazareno;Moscato Nazareno;Processamento;Uva Vinífera;1982;0
2658;br_Moscato Bianco R2;Moscato Bianco R2;Processamento;Uva Vinífera;1982;0
2659;br_Moscato de Alexandria;Moscato de Alexandria;Processamento;Uva Vinífera;1982;0
2660;br_Moscato Rosado;Moscato Rosado;Processamento;Uva Vinífera;1982;0
2661;br_Muscat a Petits Grains;Muscat à Petits Grains;Processamento;Uva Vinífera;1982;0
2662;br_Muller Thurgau;Muller Thurgau;Processamento;Uva Vinífera;1982;0
2663;br_Muscadelle;Muscadelle;Processamento;Uva Vinífera;1982;0
2664;br_Ora;Ora;Processamento;Uva Vinífera;1982;0
2665;br_Palomino;Palomino;Processamento;Uva Vinífera;1982;5687
2666;br_Petit Manseng;Petit Manseng;Processamento;Uva Vinífera;1982;0
2667;br_Peverella;Peverella;Processamento;Uva Vinífera;1982;2423524
2668;br_Pinot Blanc;Pinot Blanc;Processamento;Uva Vinífera;1982;1825
2669;br_Pinot Gris;Pinot Gris;Processamento;Uva Vinífera;1982;0
2670;br_Prosecco;Prosecco;Processamento;Uva Vinífera;1982;7771
2671;br_Red Veltliner;Red Veltliner;Processamento;Uva Vinífera;1982;4240
2672;br_Riesling Italico;Riesling Italico;Processamento;Uva Vinífera;1982;3752318
2673;br_Riesling Renano;Riesling Renano;Processamento;Uva Vinífera;1982;0
2674;br_Sauvignon Blanc(2);Sauvignon Blanc(2);Processamento;Uva Vinífera;1982;122285
2675;br_Sauvignon Gris;Sauvignon Gris;Processamento;Uva Vinífera;1982;0
2676;br_Seara Nova;Seara Nova;Processamento;Uva Vinífera;1982;5300
2677;br_Semillon;Semillon;Processamento;Uva Vinífera;1982;2699929
2678;br_Schonburger;Schonburger;Processamento;Uva Vinífera;1982;0
2679;br_Sylvaner;Sylvaner;Processamento;Uva Vinífera;1982;14451
2680;br_Tocai Friulano;Tocai Friulano;Processamento;Uva Vinífera;1982;0
2681;br_Trebbiano;Trebbiano;Processamento;Uva Vinífera;1982;20630475
2682;br_Trebbiano Toscano;Trebbiano Toscano;Processamento;Uva Vinífera;1982;0
2683;br_Verdea;Verdea;Processamento;Uva Vinífera;1982;305
2684;br_Verdelho;Verdelho;Processamento;Uva Vinífera;1982;0
2685;br_Verdiso;Verdiso;Processamento;Uva Vinífera;1982;24470
2686;br_Vermentino;Vermentino;Processamento;Uva Vinífera;1982;717
2687;br_Vernaccia;Vernaccia;Processamento;Uva Vinífera;1982;428996
